-124.50,74.50,101056
-123.50,74.50,101057
-122.50,74.50,101058
-121.50,74.50,101059
-120.50,74.50,101060
-119.50,74.50,101061
-118.50,74.50,101062
-117.50,74.50,101063
-116.50,74.50,101064
-115.50,74.50,101065
-114.50,74.50,101066
-113.50,74.50,101067
-112.50,74.50,101068
-111.50,74.50,101069
-110.50,74.50,101070
-109.50,74.50,101071
-108.50,74.50,101072
-107.50,74.50,101073
-106.50,74.50,101074
-100.50,74.50,101075
-99.50,74.50,101076
-98.50,74.50,101077
-97.50,74.50,101078
-96.50,74.50,101079
-95.50,74.50,101080
-94.50,74.50,101081
-93.50,74.50,101082
-92.50,74.50,101083
-91.50,74.50,101084
-90.50,74.50,101085
-89.50,74.50,101086
-88.50,74.50,101087
-87.50,74.50,101088
-86.50,74.50,101089
-85.50,74.50,101090
-84.50,74.50,101091
-83.50,74.50,101092
-82.50,74.50,101093
-81.50,74.50,101094
-80.50,74.50,101095
-79.50,74.50,101096
-78.50,74.50,101097
-77.50,74.50,101098
-58.50,74.50,101099
-57.50,74.50,101100
-56.50,74.50,101101
-55.50,74.50,101102
-54.50,74.50,101103
-53.50,74.50,101104
-52.50,74.50,101105
-51.50,74.50,101106
-50.50,74.50,101107
-49.50,74.50,101108
-48.50,74.50,101109
-47.50,74.50,101110
-46.50,74.50,101111
-45.50,74.50,101112
-44.50,74.50,101113
-43.50,74.50,101114
-42.50,74.50,101115
-41.50,74.50,101116
-40.50,74.50,101117
-39.50,74.50,101118
-38.50,74.50,101119
-37.50,74.50,101120
-36.50,74.50,101121
-35.50,74.50,101122
-34.50,74.50,101123
-33.50,74.50,101124
-32.50,74.50,101125
-31.50,74.50,101126
-30.50,74.50,101127
-29.50,74.50,101128
-28.50,74.50,101129
-27.50,74.50,101130
-26.50,74.50,101131
-25.50,74.50,101132
-24.50,74.50,101133
-23.50,74.50,101134
-22.50,74.50,101135
-21.50,74.50,101136
-20.50,74.50,101137
-19.50,74.50,101138
-18.50,74.50,101139
-17.50,74.50,101140
18.50,74.50,101141
19.50,74.50,101142
54.50,74.50,101143
55.50,74.50,101144
56.50,74.50,101145
57.50,74.50,101146
58.50,74.50,101147
59.50,74.50,101148
60.50,74.50,101149
79.50,74.50,101150
82.50,74.50,101151
83.50,74.50,101152
84.50,74.50,101153
85.50,74.50,101154
86.50,74.50,101155
87.50,74.50,101156
88.50,74.50,101157
89.50,74.50,101158
90.50,74.50,101159
