"","LONGITUDE","LATITUDE","value_mean","country"
"273",-94.450513,39.047911,22.2771202980843,"US"
"274",-94.57055,39.10465,21.9955336940486,"US"
"275",-84.50404,39.12886,14.4279711485114,"US"
"276",-76.846192,39.143197,30.281076455535,"US"
"277",-76.474444,39.310833,16.7886340165862,"US"
"278",-75.0252,39.422272,10.45744813278,"US"
"279",-104.987198,39.751099,34.241994219654,"US"
"280",-105.00523,39.7794,32.0468716623607,"US"
"281",-104.988469,39.785622,50.5369905417029,"US"
"282",-86.13088,39.787933,24.3344116661084,"US"
"283",-86.1147,39.8108,17.6399835823349,"US"
"284",-104.9489,39.8392,26.2311970300621,"US"
"285",32.8407919,39.8964451,58.1991141921818,"TR"
"286",32.8407919403,39.8964451852,75.5494117647059,"TR"
"287",32.8229047288,39.9183228259,48.5037827352085,"TR"
"288",32.8229047288,39.9183228259,51.5838767042087,"TR"
"289",32.9267642,39.9253809,37.1691073219659,"TR"
"290",32.9267642098,39.9253809103,29.3108869771581,"TR"
"291",32.8594112,39.927274,58.6597450657895,"TR"
"292",32.8594112795,39.9272745476,58.6532589547857,"TR"
"293",-75.125291,39.934446,21.1716293021792,"US"
"294",32.8781672,39.9369481,58.9948422931958,"TR"
"295",32.8781672856,39.9369481973,54.5509883903357,"TR"
"296",-82.95549,39.96523,14.3506317327006,"US"
"297",32.8628299,39.9672619,43.6178031047357,"TR"
"298",32.8628299147,39.9672619265,45.4539198084979,"TR"
"299",32.7956697288,39.9677388867,57.0956881275842,"TR"
"300",32.7956697288,39.9677388867,61.2451154529307,"TR"
"301",-80.7464,39.9679,12.5905942386834,"US"
"302",32.5851672,39.972032,46.1058543961979,"TR"
"303",32.5851672097,39.9720326584,57.0078407720145,"TR"
"304",29.08049,40.18565,70.2804782947752,"TR"
"305",29.2054,40.19542,32.2974166121648,"TR"
"306",29.04588,40.19572,42.2411515453639,"TR"
"307",28.87154,40.22337,30.4246385920805,"TR"
"308",-111.6632,40.253502,24.5248647350735,"US"
"309",-74.429436,40.462181,14.2264251893942,"US"
"310",-74.208366,40.641441,36.1537691193052,"US"
"311",-74.126083,40.67025,27.9327324388324,"US"
"312",29.50785,40.70058,22.2929118300815,"TR"
"313",29.88448,40.70417,32.5800589390963,"TR"
"314",-74.192894,40.720989,26.9690887018458,"US"
"315",29.79463,40.72597,33.3970331588133,"TR"
"316",-74.066566,40.731689,33.3562633996938,"US"
"317",-111.871696,40.733501,24.812636363637,"US"
"318",29.7888,40.74604,38.1847906861531,"TR"
"319",29.93812,40.76811,55.7509891196835,"TR"
"320",30.4099,40.7693,20.2949234488316,"TR"
"321",30.0077,40.77101,9.0737923946557,"TR"
"322",29.524634,40.788132,71.4332750974331,"TR"
"323",29.537187,40.788729,31.5989834484556,"TR"
"324",30.39692,40.79072,27.6944752061031,"TR"
"325",29.56121,40.82623,42.7466747279323,"TR"
"326",29.5803,40.83826,17.4083914402501,"TR"
"327",-73.9661,40.85355,32.811245533436,"US"
"328",-75.067825,40.924606,19.9517358978505,"US"
"329",29.26881,40.98447,22.5029542097489,"TR"
"330",28.72999,40.987368,34.1581955252918,"TR"
"331",28.83866,41.00245,67.8375108038029,"TR"
"332",28.975278,41.0025,85.5101985314115,"TR"
"333",29.026914,41.003818,63.5575591271397,"TR"
"334",39.7316719067,41.0045854811,32.4010471204188,"TR"
"335",29.162222,41.013611,35.0479057941924,"TR"
"336",28.954722,41.014722,81.8517634579687,"TR"
"337",28.66955,41.02028,18.6204199258954,"TR"
"338",29.09973,41.02442,89.7855959209688,"TR"
"339",29.02489,41.02705,43.8507912584778,"TR"
"340",28.888056,41.038333,50.4912189410693,"TR"
"341",28.945682,41.057672,56.2382356712399,"TR"
"342",28.99446,41.06596,70.6130841121495,"TR"
"343",28.25554,41.07318,28.487012987013,"TR"
"344",29.05899,41.0746,35.6787173455491,"TR"
"345",28.982773,41.087733,32.2268951194185,"TR"
"346",28.97478,41.09233,49.3134535367545,"TR"
"347",28.78986,41.09552,38.6151782292066,"TR"
"348",29.024493,41.101315,43.7466092853417,"TR"
"349",28.87202,41.10197,39.3077512450517,"TR"
"350",-73.3369,41.1189,15.2614895908112,"US"
"351",-104.778336,41.18222,7.08328006088273,"US"
"352",-111.975197,41.206402,29.9782899022805,"US"
"353",27.98018,41.31835,24.4224826165336,"TR"
"354",27.34588,41.39841,16.8656829360575,"TR"
"355",-81.4949,41.4409,16.9967209729235,"US"
"356",-81.678552,41.492191,19.9598725617688,"US"
"357",-90.587502,41.529999,10.9311695421369,"US"
"358",26.53732,41.65914,12.1435418458891,"TR"
"359",-86.2147,41.6967,13.0543408723751,"US"
"360",-72.679923,41.771444,30.6803378481212,"US"
"361",-72.6297,41.7847,14.2475220458556,"US"
"362",-71.405278,41.825556,13.2762545931759,"US"
"363",-72.595001,41.826099,19.978079306072,"US"
"364",-71.417457,41.829495,34.1007728224127,"US"
"365",-71.361702,41.840302,12.1125594940923,"US"
"366",21.47,41.9783299995,5.49226898033109,"MK"
"367",21.44084,41.9991699995,32.9678099005431,"MK"
"368",20.96807,42.0044399995,34.6981787130912,"MK"
"369",21.387,42.0059999995,23.7010457125482,"MK"
"370",-72.5911,42.1086,18.9481794871797,"US"
"371",-72.555603,42.194401,8.19814041745724,"US"
"372",-71.114403,42.2117,5.69378441558441,"US"
"373",-71.794701,42.263901,17.9233122149014,"US"
"374",-83.425168,42.421494,17.5712747491186,"US"
"375",-70.971901,42.474701,7.9871109040074,"US"
"376",-106.36501,42.82231,8.28052058111373,"US"
"377",-87.93434,42.93257,27.0843249797898,"US"
"378",-72.98246,43.608528,11.7226905906596,"US"
"379",18.311,43.83,31.6096959737058,"BA"
"380",18.364,43.848,41.9905325443787,"BA"
"381",18.423,43.866,21.8020879940343,"BA"
"382",-69.785004,44.230621,5.90633169934633,"US"
"383",-73.210297,44.476101,11.7435132069359,"US"
"384",-93.285803,44.706123,16.4081356196417,"US"
"385",-93.2551,44.9653,25.7666317895065,"US"
"386",-93.2139,45.1425,12.036406877712,"US"
"387",8.95717356318,46.0111113456,36.6601810137457,"CH"
"388",8.96752215525,46.0258957257,30.2754022707797,"CH"
"389",7.14832590708,46.1389868286,26.4382136051503,"CH"
"390",8.93394312993,46.1603950441,30.0714858676976,"CH"
"391",6.00518377542,46.1625727389,13.6825625705601,"CH"
"392",6.21124831845,46.195600906,29.0514630701755,"CH"
"393",6.07417438924,46.2310949338,21.4351277946933,"CH"
"394",6.63969979321,46.5220101907,40.2489235268817,"CH"
"395",-71.36972,46.77417,7.65645460569908,"CA"
"396",6.9444802028,46.8130974472,14.4931590682949,"CH"
"397",7.4408712625,46.9510019036,39.3912495827843,"CH"
"398",7.47871728542,46.9763828251,24.3421110445206,"CH"
"399",6.97920907169,47.0495154344,4.81433326781327,"CH"
"400",8.46333371889,47.0673852211,4.93311798188873,"CH"
"401",-122.46256,47.22634,33.2123947051753,"US"
"402",8.52353880923,47.370924766,42.7522271274298,"CH"
"403",8.53041092115,47.37761656,31.8404083658431,"CH"
"404",8.53980729902,47.3868011852,34.6135221505376,"CH"
"405",8.6133972871,47.4029160302,27.2786292777301,"CH"
"406",9.39431174674,47.406989569,6.84949688311687,"CH"
"407",8.57011645671,47.4387159049,41.5929776235906,"CH"
"408",8.36436632404,47.4781951525,11.4632462628866,"CH"
"409",8.90467601797,47.4797737058,12.5771573275862,"CH"
"410",7.58328118449,47.5411183702,22.5722650902837,"CH"
"411",7.58207744201,47.5659149812,28.1756859991331,"CH"
"412",-122.326556,49.021506,14.4517181964576,"CA"
"413",-4.142361,50.37167,19.202038446652,"GB"
"414",-4.130288,50.411058,18.4763948497854,"GB"
"415",-3.71651,50.5976,3.72927940757619,"GB"
"416",-3.532465,50.725083,28.8285895003163,"GB"
"417",-1.780888,50.735454,20.2748679891537,"GB"
"418",-1.826744,50.73957,12.6284019089385,"GB"
"419",-3.196702,50.792287,8.02076883384933,"GB"
"420",0.18125,50.7937,8.10579021697265,"GB"
"421",0.271611,50.805778,11.7087231700605,"GB"
"422",-1.068583,50.82881,19.9920380120714,"GB"
"423",-0.379916,50.832947,37.0431543435479,"GB"
"424",-0.147572,50.840836,16.5887743413517,"GB"
"425",-1.395778,50.90814,29.929575596817,"GB"
"426",-0.449548,50.916932,25.6364912280702,"GB"
"427",-1.463484,50.920265,39.2193144120899,"GB"
"428",-2.68345,51.05625,6.75697157483497,"GB"
"429",-1.438228,51.149617,9.56333462984571,"GB"
"430",-0.167734,51.165865,20.375715576981,"GB"
"431",1.098061,51.27399,14.5165640958492,"GB"
"432",0.54797,51.374264,26.3610464319956,"GB"
"433",-2.354155,51.391127,44.2757534862798,"GB"
"434",0.070766,51.45258,20.1052912168466,"GB"
"435",-0.944067,51.45309,29.0062021160161,"GB"
"436",-0.940382,51.454896,33.0592509782001,"GB"
"437",-2.584482,51.462839,21.1071690726694,"GB"
"438",0.184806,51.46603,24.0626441199078,"GB"
"439",0.317969,51.47707,27.1109038915827,"GB"
"440",-0.05955,51.480499,44.1879689685871,"GB"
"441",-3.17625,51.48178,18.2575608556676,"GB"
"442",-0.441614,51.48879,30.0297228544651,"GB"
"443",-0.131931,51.49467,40.3962683251888,"GB"
"444",-0.460861,51.49633,54.7128015285407,"GB"
"445",0.439548,51.518167,26.5248471963859,"GB"
"446",-0.213492,51.52105,30.3861288735858,"GB"
"447",-0.125889,51.52229,41.4118682423938,"GB"
"448",-0.154611,51.52253,79.1325086085958,"GB"
"449",-0.042155,51.52253,40.5623637995129,"GB"
"450",0.678408,51.544206,20.3777239709443,"GB"
"451",-0.175269,51.54421,48.0294436906377,"GB"
"452",-3.770822,51.58395,15.8586289008648,"GB"
"453",-0.125254,51.584128,23.4590734070302,"GB"
"454",-0.068218,51.5993,37.4665866346539,"GB"
"455",-2.977281,51.601203,18.7928855604961,"GB"
"456",-3.947374,51.632696,24.0786411662431,"GB"
"457",-2.678731,51.638094,35.5444146307019,"GB"
"458",-3.006953,51.6538,13.3888105975197,"GB"
"459",-1.260278,51.744806,14.2390590809628,"GB"
"460",-1.257463,51.751745,38.0203692848769,"GB"
"461",-4.691462,51.781784,3.38230672532998,"GB"
"462",-0.46211,51.892293,45.5884176182708,"GB"
"463",-0.300306,52.132417,29.7710420189931,"GB"
"464",0.124456,52.20237,27.0078690981764,"GB"
"465",-2.736665,52.22174,6.58705092775365,"GB"
"466",-0.879898,52.271886,19.3168662674651,"GB"
"467",-1.533119,52.28881,20.664007324091,"GB"
"468",-1.542911,52.294884,16.5789812194494,"GB"
"469",0.290917,52.2985,8.9006977323698,"GB"
"470",-1.560228,52.411563,22.1618932038835,"GB"
"471",-1.829999,52.437165,18.2530260108164,"GB"
"472",-1.875024,52.47609,33.6943517488568,"GB"
"473",-2.003497,52.502436,42.8048302872063,"GB"
"474",-0.772222,52.554444,9.07696025129878,"GB"
"475",-2.030523,52.605621,16.1989664082687,"GB"
"476",1.301976,52.614193,14.1279875717017,"GB"
"477",-1.127311,52.619823,26.1513599219417,"GB"
"478",-1.124228,52.638677,36.5751357875679,"GB"
"479",-1.980821,52.687298,20.7320926206449,"GB"
"480",-1.469507,52.922983,36.0626286386357,"GB"
"481",-1.146447,52.95473,29.8363070290983,"GB"
"482",-1.188851,52.969377,33.71100564392,"GB"
"483",-2.111898,52.980436,53.4558653475524,"GB"
"484",-2.175133,53.02821,26.4359290290784,"GB"
"485",-3.002778,53.04222,17.089051711991,"GB"
"486",-0.534189,53.221373,33.2298516147803,"GB"
"487",-1.456944,53.231722,17.5051452390257,"GB"
"488",-1.454946,53.244131,13.7810404934299,"GB"
"489",-2.844333,53.34633,17.641127530113,"GB"
"490",-2.73168,53.365391,35.4168001831083,"GB"
"491",-2.239218,53.371306,24.2035657589449,"GB"
"492",-3.022722,53.37287,18.2772049011282,"GB"
"493",-1.478096,53.378622,23.4481993093241,"GB"
"494",-3.025014,53.388511,22.2633320100569,"GB"
"495",-2.615358,53.38928,25.3371779141104,"GB"
"496",-1.752006,53.40337,6.24078845658335,"GB"
"497",-1.455815,53.40495,35.116962467268,"GB"
"498",-1.396139,53.41058,29.6452825124144,"GB"
"499",-2.742134,53.451826,33.6942642757217,"GB"
"500",-2.472056,53.46008,13.2281804217288,"GB"
"501",-2.237881,53.48152,36.7468370940394,"GB"
"502",-2.334139,53.48481,26.7599277978339,"GB"
"503",-113.6111,53.5028,13.4603246421269,"CA"
"504",-1.138073,53.518868,25.2144034278181,"GB"
"505",-113.4992,53.5453,21.8722972645851,"CA"
"506",-113.3681,53.5472,19.9305382506855,"CA"
"507",-2.638139,53.54914,19.58004002001,"GB"
"508",-2.293772,53.559029,27.5178050944114,"GB"
"509",-1.510436,53.56292,15.6811067985476,"GB"
"510",-2.093786,53.579283,34.7312600850814,"GB"
"511",-0.636811,53.58634,16.716559004254,"GB"
"512",-2.452724,53.747751,21.7489932885906,"GB"
"513",-0.341222,53.74878,23.9465896788163,"GB"
"514",-0.305749,53.758971,27.546358066712,"GB"
"515",-2.680353,53.76559,22.1294413207321,"GB"
"516",-1.759774,53.771245,40.0242985971944,"GB"
"517",-1.546472,53.80378,32.4512165151143,"GB"
"518",-3.007175,53.80489,13.7468629343629,"GB"
