-73.0361323009,-36.923329603,1
-70.9530647374,-33.6737520714,2
-70.594788,-33.591390623,3
-70.6662041019,-33.5470996456,4
-70.588123962,-33.5166303623,5
-70.660797,-33.464142,6
-70.7501712331,-33.4378113791,7
-70.7321478687,-33.4330896101,8
-70.651162,-33.422301,9
-70.5233267841,-33.3767735203,10
-46.66346553,-23.61632008,11
-46.75829437,-23.60932386,12
-46.6606875,-23.59184199,13
-46.73741428,-23.56634178,14
-46.70201651,-23.56145989,15
-46.67270477,-23.55354256,16
-46.62767559,-23.54484566,17
-46.83577973,-23.53139503,18
-46.79207766,-23.52672142,19
-46.74332004,-23.51870583,20
-46.76609776,-23.4562689,21
-46.5185334,-23.45553426,22
-45.57580502,-23.03235096,23
-47.64965269,-22.70122234,24
-49.39827779,-20.78468928,25
77.60921944,12.91281111,26
77.69727222,12.93890556,27
77.5706972222,12.9773472,28
77.5458305556,12.9916694,29
80.23744722,12.99251389,30
80.19151667,12.99711389,31
77.51321111,13.0339,32
100.918499224,13.1192341773,33
80.26285,13.164544,34
100.984540926,13.3606265766,35
100.78940318,13.5676965313,36
100.531839647,13.6521569257,37
100.54340633,13.6640261945,38
100.605741181,13.6661161213,39
100.505812039,13.6684606831,40
100.547345294,13.7080410216,41
100.486604393,13.7275593453,42
100.536494165,13.7298301332,43
100.486018378,13.7328780868,44
100.614562,13.76963,45
100.537798,13.780444,46
100.636548,13.78152,47
100.596077559,13.7926350092,48
100.568535496,14.3493666838,49
72.865513,19.041847,50
-99.01,19.2464,51
-98.9028,19.4604,52
-99.2435,19.4824,53
-99.2542,19.577,54
-98.912,19.6355,55
-99.1986,19.7221,56
120.41175,22.4795,57
120.561175,22.523108,58
120.425311,22.564136,59
120.337736,22.565833,60
88.363895,22.572646,61
120.307564,22.605386,62
120.312017,22.608711,63
120.358083,22.627392,64
88.3804,22.627875,65
120.288086,22.632567,66
120.488033,22.673081,67
120.292917,22.674861,68
120.332631,22.689056,69
120.328289,22.733667,70
120.305689,22.757506,71
120.530542,22.883583,72
120.202617,22.984581,73
120.218333,23.048333,74
120.297142,23.115097,75
120.31725,23.305633,76
120.440833,23.462778,77
120.345531,23.554839,78
120.544994,23.711853,79
120.677306,23.756389,80
120.685306,23.913,81
120.409653,23.925175,82
120.541519,24.066,83
120.677689,24.099611,84
120.469061,24.131672,85
120.641092,24.151958,86
120.616917,24.162197,87
120.568794,24.225628,88
120.741711,24.256586,89
120.758833,24.382942,90
120.8202,24.565269,91
120.898572,24.696969,92
121.088903,24.740644,93
121.746394,24.747917,94
120.972075,24.805619,95
121.21635,24.863869,96
121.038653,24.900142,97
121.203986,24.952786,98
121.221667,24.953278,99
121.537778,24.977222,100
121.451861,24.982528,101
121.319964,24.994789,102
121.458667,25.012972,103
121.516306,25.017,104
121.529556,25.020608,105
121.4325,25.037972,106
121.507972,25.046503,107
121.578611,25.05,108
121.201811,25.060344,109
121.526528,25.062361,110
121.513311,25.0632,111
121.6408,25.065669,112
121.481028,25.06895,113
121.493806,25.072611,114
121.365703,25.07857,115
121.515389,25.105417,116
121.760056,25.129167,117
121.449239,25.1645,118
121.689881,25.179667,119
-80.162201,25.7325,120
-80.210278,25.798333,121
-80.1114,26.0864,122
-80.167847,26.131256,123
-80.058917,26.593808,124
-82.4797,27.3503,125
-82.74,27.7858,126
-82.665251,27.834409,127
-82.5383,27.8928,128
77.0263051,28.4501285,129
77.1744,28.5648,130
77.05,28.591,131
-81.3628,28.5997,132
77.2005,28.6341,133
77.1581,28.6517,134
77.1167,28.6683,135
34.939443,29.531814,136
34.94873,29.554579,137
-81.606834,30.262808,138
-81.635556,30.356111,139
-88.533897,30.377501,140
34.74035,31.72793,141
34.99278,31.75016,142
35.21741,31.75709,143
35.190132,31.765407,144
34.62715,31.77196,145
35.22393,31.7801,146
34.7062,31.78286,147
35.202566,31.788745,148
35.202641,31.789032,149
34.654452,31.793482,150
35.21997,31.79445,151
35.155007,31.796656,152
35.139121,31.798176,153
35.098936,31.801673,154
34.82086,31.8023,155
34.70229,31.80554,156
35.078316,31.805885,157
34.77814,31.81355,158
34.66911,31.81847,159
34.72049,31.81881,160
34.69346,31.81942,161
34.68428,31.82652,162
34.685015,31.845779,163
